,,,"by pressing p/n , you should be able to get a good picture on the screen .",prepc_by####able####pressing######dobj####pressing####p\/n######nsubj####able####you######aux####able####should######cop####able####be######aux####get####to######xcomp####able####get######det####picture####a######amod####picture####good######dobj####get####picture######det####screen####the######prep_on####get####screen
,,,for other problems go to http : //www.apexdigitalinc.com/support.asp,mark####go####for######amod####problems####other######nsubj####go####problems######xsubj####http####problems######aux####http####to######xcomp####go####http######amod####www.apexdigitalinc.com/support.asp####\/######amod####www.apexdigitalinc.com/support.asp####\/######dobj####http####www.apexdigitalinc.com/support.asp
,,,i hope i have helped you continue to enjoy the apex_dvd player with these troubleshooting tips .,dep####hope####i######nsubj####helped####i######aux####helped####have######ccomp####hope####helped######nsubj####continue####you######xsubj####enjoy####you######ccomp####helped####continue######aux####enjoy####to######xcomp####continue####enjoy######det####player####the######amod####player####apex_dvd######dobj####enjoy####player######det####tips####these######amod####tips####troubleshooting######prep_with####enjoy####tips
,,,i have done some research and experimenting with the remote when my apex ad-2500 seemed to have lost its video signal .,dep####done####i######aux####done####have######det####research####some######dobj####done####research######dobj####done####experimenting######conj_and####research####experimenting######det####remote####the######prep_with####research####remote######advmod####seemed####when######rel####seemed####when######poss####ad-2500####my######nn####ad-2500####apex######nsubj####seemed####ad-2500######xsubj####lost####ad-2500######dep####research####seemed######aux####lost####to######aux####lost####have######xcomp####seemed####lost######poss####signal####its######amod####signal####video######dobj####lost####signal
i/p button,,,im a more happier person after discovering the i/p button !,det####person####a######advmod####happier####more######amod####person####happier######dobj####im####person######prepc_after####im####discovering######det####button####the######nn####button####i\/p######dobj####discovering####button
,,,the button was probably accidentally pushed to cause the black screen in the first place .,det####button####the######nsubjpass####pushed####button######xsubj####cause####button######auxpass####pushed####was######advmod####pushed####probably######advmod####pushed####accidentally######aux####cause####to######xcomp####pushed####cause######det####screen####the######amod####screen####black######dobj####cause####screen######det####place####the######amod####place####first######prep_in####cause####place
dvd player,,,"but , if you 're looking for my opinion of the apex_dvd player , i love it !",cc####love####but######mark####looking####if######nsubj####looking####you######aux####looking####'re######advcl####love####looking######poss####opinion####my######prep_for####looking####opinion######det####player####the######amod####player####apex_dvd######prep_of####opinion####player######nsubj####love####i######dobj####love####it
,,dvd player,it practically plays almost everything you give it .,nsubj####plays####it######advmod####plays####practically######advmod####everything####almost######dobj####plays####everything######nsubj####give####you######rcmod####everything####give######dobj####give####it
"player,sound",,,i 've had the player for about 2 years now and it still performs nicely with the exception of an occasional wwhhhrrr_sound from the motor .,nsubj####had####i######aux####had####'ve######det####player####the######dobj####had####player######quantmod####2####about######num####years####2######prep_for####had####years######dep####had####now######nsubj####performs####it######advmod####performs####still######conj_and####had####performs######advmod####performs####nicely######dep####nicely####with######det####exception####the######pobj####with####exception######det####wwhhhrrr_sound####an######amod####wwhhhrrr_sound####occasional######prep_of####exception####wwhhhrrr_sound######det####motor####the######prep_from####performs####motor
price,,,for the price it is a well spent investment !,det####price####the######prep_for####investment####price######nsubj####investment####it######cop####investment####is######det####investment####a######advmod####investment####well######amod####investment####spent
,,,i would recommend buying one .,nsubj####recommend####i######aux####recommend####would######xcomp####recommend####buying######dobj####buying####one
,,,i 've owned 6 or 7 dvd_players since 1998 .,nsubj####owned####i######aux####owned####'ve######num####dvd_players####6######conj_or####6####7######num####dvd_players####7######dobj####owned####dvd_players######prep_since####owned####1998
,,dvd player,"this is by far the nicest one , in so many ways .",nsubj####is####this######advmod####one####far######det####nicest####the######dep####far####nicest######prep_by####is####one######advmod####many####so######amod####ways####many######prep_in####is####ways
"look,panel button layout,feature",,,"it 's very sleek looking with a very good front_panel button_layout , and it has a great feature set .",nsubj####sleek####it######cop####sleek####'s######advmod####sleek####very######xcomp####sleek####looking######det####button_layout####a######advmod####good####very######amod####button_layout####good######amod####button_layout####front_panel######prep_with####looking####button_layout######nsubj####has####it######conj_and####sleek####has######det####feature####a######amod####feature####great######dobj####has####feature######partmod####feature####set
"forward, rewind",,,its fast-forward and rewind work much more smoothly and consistently than those of other models i 've had .,poss####work####its######amod####work####fast-forward######conj_and####fast-forward####rewind######amod####work####rewind######nsubj####had####work######advmod####smoothly####much######advmod####smoothly####more######advmod####work####smoothly######advmod####work####consistently######conj_and####smoothly####consistently######dep####consistently####than######pobj####than####those######amod####models####other######prep_of####those####models######advmod####had####i######aux####had####'ve
video format,,,"it plays alternate video_formats ( vcds , svcds , cvds ) very well .",nsubj####plays####it######amod####video_formats####alternate######dobj####plays####video_formats######nn####cvds####vcds######dep####cvds####svcds######appos####video_formats####cvds######advmod####well####very######advmod####plays####well
price,,,and amazon.com has it for such a great price -- how can you go wrong ?,dep####and####amazon.com######rcmod####amazon.com####has######dobj####has####it######predet####price####such######det####price####a######amod####price####great######prep_for####it####price######advmod####go####how######aux####go####can######nsubj####go####you######dep####it####go######acomp####go####wrong
,,,i 've bought one for the den and will buy a 2nd one for the bedroom .,nsubj####bought####i######nsubj####buy####i######aux####bought####'ve######dobj####bought####one######det####den####the######prep_for####bought####den######aux####buy####will######conj_and####bought####buy######det####one####a######amod####one####2nd######dobj####buy####one######det####bedroom####the######prep_for####one####bedroom
,,,strengths are well listed by other reviewers .,nsubjpass####listed####strengths######auxpass####listed####are######advmod####listed####well######amod####reviewers####other######agent####listed####reviewers
"play, dvd-r",,,"what got me to buy was the reviewer that said it would play dvd-rs fill of files ( e. , mp3s ) .",nsubj####got####what######csubj####reviewer####got######nsubj####buy####me######aux####buy####to######xcomp####got####buy######cop####reviewer####was######det####reviewer####the######nsubj####said####reviewer######rcmod####reviewer####said######nsubj####play####it######aux####play####would######ccomp####said####play######amod####fill####dvd-rs######dobj####play####fill######prep_of####fill####files######appos####files####e.######dep####e.####mp3s
,,dvd-r,it sure does !,nsubj####does####it######advmod####does####sure
,,dvd-r,that 's a rare and valuable feature .,nsubj####feature####that######cop####feature####'s######det####feature####a######amod####feature####rare######conj_and####rare####valuable######amod####feature####valuable
,,,"i have a dvd_burner on my computer and a zillion_mp3s , and it 's a lot_nicer to access them 4.5 gb at a time ( dvd-r ) than 0.7 gb at a time ( cd-r ) !",nsubj####have####i######det####dvd_burner####a######dobj####have####dvd_burner######poss####computer####my######prep_on####dvd_burner####computer######det####zillion_mp3s####a######prep_on####dvd_burner####zillion_mp3s######conj_and####computer####zillion_mp3s######nsubj####gb####it######aux####gb####'s######det####gb####a######amod####gb####lot_nicer######aux####access####to######xcomp####lot_nicer####access######dobj####access####them######num####gb####4.5######conj_and####have####gb######det####time####a######prep_at####gb####time######dep####gb####dvd-r######num####gb####0.7######prep_than####gb####gb######det####time####a######prep_at####gb####time######appos####time####cd-r
audio output,,,"another nice thing is that the unit has both optical and coax digital audio_outputs , though the latter was not mentioned in the literature_i 'd scanned before buying .",det####thing####another######amod####thing####nice######nsubj####scanned####thing######rcmod####thing####is######complm####has####that######det####unit####the######nsubj####has####unit######ccomp####is####has######preconj####optical####both######dobj####has####optical######nn####audio_outputs####coax######amod####audio_outputs####digital######dobj####has####audio_outputs######conj_and####optical####audio_outputs######mark####mentioned####though######det####latter####the######nsubjpass####mentioned####latter######auxpass####mentioned####was######neg####mentioned####not######advcl####has####mentioned######det####literature_i####the######prep_in####mentioned####literature_i######aux####scanned####'d######prep_before####scanned####buying
,,,"saved me from having to buy an expensive optical cable , as i already had a coax_cable .",dobj####saved####me######prepc_from####saved####having######aux####buy####to######xcomp####having####buy######det####cable####an######amod####cable####expensive######amod####cable####optical######dobj####buy####cable######mark####had####as######nsubj####had####i######advmod####had####already######advcl####buy####had######det####coax_cable####a######dobj####had####coax_cable
forward,,,"at double-speed ( 2x forward speed ) , it still plays mp3s with sound -- they are pitch-corrected and smooth , but twice as fast !",prep_at####plays####double-speed######amod####speed####2x######amod####speed####forward######appos####double-speed####speed######nsubj####plays####it######advmod####plays####still######dobj####plays####mp3s######prep_with####plays####sound######nsubj####pitch-corrected####they######nsubj####smooth####they######nsubj####fast####they######cop####pitch-corrected####are######parataxis####plays####pitch-corrected######parataxis####plays####smooth######conj_and####pitch-corrected####smooth######advmod####fast####twice######advmod####fast####as######parataxis####plays####fast######conj_but####pitch-corrected####fast
,,,"i wish it would do the same for movies , but that 's one rare / cool feature you will have to forgo .",dep####wish####i######nsubj####do####it######aux####do####would######dep####wish####do######det####same####the######dobj####do####same######prep_for####do####movies######nsubj####feature####that######cop####feature####'s######num####feature####one######amod####feature####rare######amod####feature####\/######amod####feature####cool######dep####wish####feature######conj_but####do####feature######dobj####have####feature######nsubj####have####you######xsubj####forgo####you######aux####have####will######rcmod####feature####have######aux####forgo####to######xcomp####have####forgo
"remote control, mp3 filename",,,"weaknesses are minor : the feel and layout of the remote control are only so-so ; it does n't show the complete filenames of mp3s with really long names ; you must cycle through every zoom_setting ( 2x , 3x , 4x , 1/2x , etc. ) before getting back to normal size_[ sorry if i 'm just ignorant of a way to get back to 1x quickly ] ."
,,,"if you 're a bargain_hunter and you want a great feature set for a rock-bottom price , i highly recommend this model .",mark####bargain_hunter####if######nsubj####bargain_hunter####you######cop####bargain_hunter####'re######det####bargain_hunter####a######advcl####recommend####bargain_hunter######nsubj####want####you######conj_and####bargain_hunter####want######advcl####recommend####want######det####feature####a######amod####feature####great######dobj####want####feature######partmod####feature####set######det####price####a######amod####price####rock-bottom######prep_for####set####price######nsubj####recommend####i######advmod####recommend####highly######det####model####this######dobj####recommend####model
finish,,,update : the finish is more `` mirror `` than silver -- and i like it !,dep####mirror####update######det####finish####the######nsubj####mirror####finish######cop####mirror####is######advmod####mirror####more######nn####i####silver######cc####i####and######prep_than####mirror####i######prep_like####mirror####it
"play, disney movie",,,many of our disney_movies do n't play on this dvd_player .,nsubj####play####many######poss####disney_movies####our######prep_of####many####disney_movies######aux####play####do######neg####play####n't######det####dvd_player####this######prep_on####play####dvd_player
,,,i spoke to a rep. at apex and was told that a new format is being used and we wont be able to view any disney_movies made in the last couple months .,nsubjpass####spoke####i######nsubjpass####told####i######det####rep.####a######prep_to####spoke####rep.######prep_at####spoke####apex######auxpass####told####was######conj_and####spoke####told######complm####used####that######det####format####a######amod####format####new######nsubjpass####used####format######aux####used####is######auxpass####used####being######ccomp####told####used######nsubj####wont####we######conj_and####spoke####wont######cop####able####be######dep####wont####able######aux####view####to######xcomp####able####view######det####disney_movies####any######dobj####view####disney_movies######partmod####disney_movies####made######det####months####the######amod####months####last######nn####months####couple######prep_in####made####months
dual-layer dvd,,,player has a problem with dual-layer dvd 's such as alias_season 1 and season 2 .,nsubj####has####player######det####problem####a######dobj####has####problem######amod####dvd####dual-layer######prep_with####problem####dvd######prep_such_as####dvd####alias_season######num####alias_season####1######prep_such_as####dvd####season######conj_and####alias_season####season######num####season####2
,,,"for the money , get a better quality_player .",det####money####the######prep_for####get####money######det####quality_player####a######amod####quality_player####better######dobj####get####quality_player
"player, look",,,player_works and looks great - if you can get the dvd 's to play .,conj_and####player_works####looks######dep####player_works####great######mark####get####if######nsubj####get####you######aux####get####can######csubj####'s####get######det####dvd####the######dobj####get####dvd######parataxis####player_works####'s######aux####play####to######xcomp####'s####play
player,,,i know the saying is `` you get what you pay for `` but at this stage of game_dvd players must have better quality than this - there is no excuse .,dep####know####i######det####saying####the######nsubj####is####saying######ccomp####know####is######nsubj####get####you######dep####is####get######dep####pay####what######dobj####have####what######nsubj####pay####you######ccomp####get####pay######mark####have####for######nsubj####have####but######dep####but####at######det####stage####this######pobj####at####stage######amod####players####game_dvd######prep_of####but####players######aux####have####must######advcl####pay####have######amod####quality####better######dobj####have####quality######prep_than####have####this######expl####is####there######parataxis####get####is######det####excuse####no######nsubj####is####excuse
apex,,,will never purchase apex again .,aux####purchase####will######neg####purchase####never######dobj####purchase####apex######advmod####purchase####again
"customer service, technical support",,,customer_service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them .,nn####support####customer_service######conj_and####customer_service####technical######nn####support####technical######cop####overloaded####are######rcmod####support####overloaded######rcmod####support####nonresponsive######conj_and####overloaded####nonresponsive######dep####support####tells######dobj####tells####you######det####quality####the######prep_about####tells####quality######poss####products####their######prep_of####quality####products######poss####willingness####their######prep_about####tells####willingness######conj_and####quality####willingness######aux####stand####to######infmod####willingness####stand######prt####stand####behind######dobj####stand####them
,,,"pass this player up , and never believe the reviews on a product_right before christmas !",det####player####this######dobj####pass####player######prt####pass####up######neg####believe####never######conj_and####pass####believe######det####reviews####the######dobj####believe####reviews######det####product_right####a######prep_on####believe####product_right######prep_before####believe####christmas
case,,,"for the first few weeks , this player was everything_i expected it to be , an affordable multi-format_dvd player with a stylish slim_case as advertised .",det####weeks####the######amod####weeks####first######amod####weeks####few######prep_for####everything_i####weeks######det####player####this######nsubj####everything_i####player######cop####everything_i####was######partmod####everything_i####expected######nsubj####be####it######aux####be####to######xcomp####expected####be######det####player####an######amod####player####affordable######amod####player####multi-format_dvd######nsubj####advertised####player######det####slim_case####a######amod####slim_case####stylish######prep_with####player####slim_case######dep####slim_case####as######ccomp####be####advertised
"dvd, read, play",,,"then my dvds would stop playing in the middle , or not even be read at all .",advmod####stop####then######poss####dvds####my######nsubjpass####stop####dvds######nsubjpass####read####dvds######aux####stop####would######xcomp####stop####playing######det####middle####the######prep_in####playing####middle######dep####even####not######advmod####stop####even######conj_or####stop####even######auxpass####read####be######conj_or####stop####read######advmod####read####at######dep####at####all
cd,,,new cds almost always began skipping after a few plays .,amod####cds####new######nsubj####began####cds######advmod####always####almost######advmod####began####always######xcomp####began####skipping######det####plays####a######amod####plays####few######prep_after####skipping####plays
player,,,"i thought it was just the player , but then i started checking the discs to find that the apex 2600 is actually ruining my media .",nsubj####thought####i######nsubj####player####it######cop####player####was######advmod####player####just######det####player####the######ccomp####thought####player######advmod####started####then######nsubj####started####i######conj_but####thought####started######xcomp####started####checking######det####discs####the######nsubj####find####discs######aux####find####to######xcomp####checking####find######complm####ruining####that######det####2600####the######amod####2600####apex######nsubj####ruining####2600######aux####ruining####is######advmod####ruining####actually######ccomp####find####ruining######poss####media####my######dobj####ruining####media
,,,there are funny little ridges on the dvd that look like the slice of a tree trunk !,expl####are####there######amod####ridges####funny######amod####ridges####little######nsubj####are####ridges######det####dvd####the######prep_on####ridges####dvd######nsubj####look####dvd######rcmod####dvd####look######det####slice####the######prep_like####look####slice######det####trunk####a######nn####trunk####tree######prep_of####slice####trunk
player,,,this player is not worth any price and i recommend that you do n't purchase it .,det####player####this######nsubj####worth####player######cop####worth####is######neg####worth####not######det####price####any######nsubj####recommend####price######conj_and####price####i######nsubj####recommend####i######ccomp####worth####recommend######complm####purchase####that######nsubj####purchase####you######aux####purchase####do######neg####purchase####n't######ccomp####recommend####purchase######dobj####purchase####it
,,,"i intend to contact the company , but from what i 've read .",dep####intend####i######aux####contact####to######dep####intend####contact######det####company####the######dobj####contact####company######dep####read####from######pobj####from####what######nsubj####read####i######aux####read####'ve######dep####intend####read######conj_but####contact####read
,,,i just got screwed out of fifty bucks .,nsubjpass####screwed####i######advmod####screwed####just######auxpass####screwed####got######amod####bucks####fifty######prep_out_of####screwed####bucks
,support,,apex does n't answer the phone .,nsubj####answer####apex######aux####answer####does######neg####answer####n't######det####phone####the######dobj####answer####phone
,,,* sigh .,dep####\*####sigh
customer service,,,no way to contact their customer_service .,det####way####no######nsubj####contact####way######aux####contact####to######poss####customer_service####their######dobj####contact####customer_service
quality,,,very bad quality .,advmod####bad####very######amod####quality####bad
player,,,i bought this apex 2600 dvd_player for myself at christmas because it got good reviews as a good value for the money on a variety of different sites .,nsubj####bought####i######det####dvd_player####this######amod####dvd_player####apex######num####dvd_player####2600######dobj####bought####dvd_player######prep_for####bought####myself######prep_at####bought####christmas######mark####got####because######nsubj####got####it######advcl####bought####got######amod####reviews####good######dobj####got####reviews######det####value####a######amod####value####good######prep_as####got####value######det####money####the######prep_for####value####money######det####variety####a######prep_on####got####variety######amod####sites####different######prep_of####variety####sites
player,,,i took it to my father 's house to play a tom_jones concert dvd and he loved the player so much i gave it to him .,nsubj####took####i######dobj####took####it######poss####father####my######poss####house####father######prep_to####took####house######aux####play####to######infmod####house####play######det####dvd####a######amod####dvd####tom_jones######nn####dvd####concert######dobj####play####dvd######nsubj####loved####he######conj_and####took####loved######det####player####the######dobj####loved####player######mark####gave####so######amod####i####much######nsubj####gave####i######advcl####loved####gave######dobj####gave####it######prep_to####gave####him
,,,now i need to buy myself another one !,advmod####need####now######nsubj####need####i######xsubj####buy####i######aux####buy####to######xcomp####need####buy######nsubj####one####myself######det####one####another######xcomp####buy####one
,,player,have used it frequently and have had no problems .,aux####used####have######dep####used####it######advmod####it####frequently######aux####had####have######conj_and####used####had######det####problems####no######dobj####had####problems
,,,"i always research_electronics online before i buy because even within the same company , some models are better than others .",nsubj####research_electronics####i######advmod####research_electronics####always######xcomp####research_electronics####online######mark####buy####before######nsubj####buy####i######advcl####online####buy######mark####better####because######advmod####better####even######det####company####the######amod####company####same######prep_within####better####company######det####models####some######nsubj####better####models######cop####better####are######advcl####buy####better######prep_than####better####others
,,player,i liked this one enough to buy another .,nsubj####liked####i######xsubj####buy####i######det####one####this######dep####enough####one######advmod####liked####enough######aux####buy####to######xcomp####liked####buy######dobj####buy####another
apex,,,my dad also has an apex tv and it was another great value for the money .,poss####dad####my######nsubj####has####dad######advmod####has####also######det####tv####an######nn####tv####apex######dobj####has####tv######nsubj####value####it######cop####value####was######det####value####another######amod####value####great######conj_and####has####value######det####money####the######prep_for####value####money
"picture quality,feature",,,great quality_picture and features .,nsubj####quality_picture####great######nsubj####features####great######conj_and####quality_picture####features
,,,thought_i 'd weigh in here with my stats .,nsubj####weigh####thought_i######aux####weigh####'d######prep####weigh####in######pobj####in####here######poss####stats####my######prep_with####weigh####stats
,,,i 've bought 3 apex dvd_players now .,nsubj####bought####i######aux####bought####'ve######num####dvd_players####3######nn####dvd_players####apex######dobj####bought####dvd_players######advmod####bought####now
,,player,"they play just about everything , but # 2 and # 3 died very shortly after getting them .",nsubj####play####they######advmod####play####just######prep_about####play####everything######dep####2###########nsubj####died####2######dep####3###########conj_and####2####3######nsubj####died####3######conj_but####play####died######advmod####shortly####very######advmod####died####shortly######prepc_after####died####getting######dobj####getting####them
,,,i am back to using # 1 .,nsubj####using####i######aux####using####am######advmod####using####back######dep####back####to######dep####1###########dobj####using####1
player,,,"nice machines , but i consider their quality pretty low now .",amod####machines####nice######dep####consider####machines######dep####consider####but######nsubj####consider####i######poss####quality####their######nsubj####low####quality######advmod####low####pretty######xcomp####consider####low######advmod####low####now
,player,,this item broke just two weeks after i gave it to my kids for christmas .,det####item####this######nsubj####broke####item######advmod####weeks####just######num####weeks####two######dep####gave####weeks######dep####gave####after######nsubj####gave####i######ccomp####broke####gave######dobj####gave####it######poss####kids####my######prep_to####gave####kids######prep_for####gave####christmas
door,,,the door would not close .,det####door####the######nsubj####close####door######aux####close####would######neg####close####not
customer service,,,i tried to contact apex to return it ( i missed the amazon return_period ) and it took 3 months to get through to their customer_service dept .,nsubj####tried####i######xsubj####contact####i######aux####contact####to######xcomp####tried####contact######dobj####contact####apex######aux####return####to######xcomp####contact####return######dobj####return####it######nsubj####missed####i######dep####tried####missed######det####amazon####the######nsubj####return_period####amazon######ccomp####missed####return_period######nsubj####took####it######conj_and####tried####took######num####months####3######tmod####took####months######aux####get####to######xcomp####took####get######prt####get####through######poss####dept####their######amod####dept####customer_service######prep_to####get####dept
,,,i am still trying to resolve it four months later .,nsubj####trying####i######xsubj####resolve####i######aux####trying####am######advmod####trying####still######aux####resolve####to######xcomp####trying####resolve######dobj####resolve####it######num####months####four######dep####later####months######advmod####resolve####later
"look, feature",,,it looks great - and is loaded with features .,nsubjpass####looks####it######nsubjpass####loaded####it######acomp####looks####great######auxpass####loaded####is######conj_and####looks####loaded######prep_with####loaded####features
,,player,unfortunately it turns out to be the `` disposable `` type .,advmod####turns####unfortunately######nsubj####turns####it######xsubj####type####it######prt####turns####out######aux####type####to######cop####type####be######det####type####the######amod####type####disposable######xcomp####turns####type
,player,,have had problems since the first day,aux####had####have######dobj####had####problems######det####day####the######amod####day####first######prep_since####problems####day
"play, dvd",,,"- not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it .",neg####playing####not######parataxis####recognize####playing######det####dvds####some######dobj####playing####dvds######conj_and####playing####then######parataxis####recognize####then######dep####then####finally######dep####than####less######quantmod####60####than######num####days####60######prep_after####then####days######nsubj####recognize####it######advmod####recognize####just######aux####recognize####would######neg####recognize####not######dobj####recognize####anything######nn####anything####i######dep####anything####pop######prep_in####recognize####it
,,,save money on the long run - buy_something decent once instead of buying cheap every month .,dobj####save####money######det####run####the######amod####run####long######prep_on####save####run######dep####save####buy_something######amod####buy_something####decent######dep####buy_something####once######prepc_instead_of####buy_something####buying######acomp####buying####cheap######det####month####every######tmod####buying####month
apex,,,the apex 2600 has been a steady performer for me .,det####2600####the######amod####2600####apex######nsubj####performer####2600######aux####performer####has######cop####performer####been######det####performer####a######amod####performer####steady######prep_for####performer####me
,,player,"i bought mine in december of 2003 , and have had no real problems with it .",nsubj####bought####i######nsubj####had####i######dobj####bought####mine######prep_in####bought####December######prep_of####December####2003######aux####had####have######conj_and####bought####had######det####problems####no######amod####problems####real######dobj####had####problems######prep_with####problems####it
,heat,,it does tend to run quite hot and should be given lots of room for air_circulation .,nsubj####does####it######ccomp####does####tend######aux####run####to######xcomp####tend####run######advmod####hot####quite######acomp####run####hot######aux####given####should######auxpass####given####be######ccomp####does####given######conj_and####tend####given######dobj####given####lots######prep_of####lots####room######prep_for####given####air_circulation
smell,,,it did also seem to have a strong `` new electronics `` smell for some time .,nsubj####seem####it######xsubj####have####it######aux####seem####did######advmod####seem####also######aux####have####to######xcomp####seem####have######det####smell####a######amod####smell####strong######amod####smell####new######nn####smell####electronics######dobj####have####smell######det####time####some######prep_for####smell####time
freezing,,,"the only thing_i did experience was a problem of the player freezing while playing , which i was able to clear by opening it up and blowing it out with `` canned air . ``"
,,,"this problem vanished after the first month , so i assume it was a temporary dust_issue .",det####problem####this######nsubj####vanished####problem######det####month####the######amod####month####first######prep_after####vanished####month######dep####vanished####so######nsubj####assume####i######ccomp####vanished####assume######nsubj####dust_issue####it######cop####dust_issue####was######det####dust_issue####a######amod####dust_issue####temporary######ccomp####assume####dust_issue
,,,the two main reasons i had for getting this model were the range of disks_types played and the recommendation of a friend .,det####i####the######num####i####two######amod####i####main######nn####i####reasons######nsubj####range####i######partmod####i####had######prepc_for####had####getting######det####model####this######dobj####getting####model######cop####range####were######det####range####the######prep_of####range####disks_types######partmod####disks_types####played######det####recommendation####the######prep_of####range####recommendation######conj_and####disks_types####recommendation######det####friend####a######prep_of####recommendation####friend
player,,,"( he had owned two apex dvd_players , and was pleased with both of them . )",nsubj####owned####he######nsubj####pleased####he######aux####owned####had######num####dvd_players####two######nn####dvd_players####apex######dobj####owned####dvd_players######cop####pleased####was######conj_and####owned####pleased######prep_with####pleased####both######prep_of####both####them
"jpeg slideshow,mpeg1",,,"the fact that this model would play jpeg_slideshows was a big plus for me as a visual artist , and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data_disk without vcd_formatting .",det####fact####the######nsubj####plus####fact######complm####play####that######det####model####this######nsubj####play####model######aux####play####would######dep####fact####play######dobj####play####jpeg_slideshows######cop####plus####was######det####plus####a######amod####plus####big######prep_for####plus####me######det####artist####a######amod####artist####visual######prep_as####plus####artist######conj_and####plus####i######partmod####i####discovered######agent####discovered####accident######nsubjpass####mentioned####it######auxpass####mentioned####is######neg####mentioned####not######parataxis####discovered####mentioned######advmod####mentioned####anywhere######det####literature####the######prep_in####mentioned####literature######complm####play####that######nsubj####play####it######aux####play####will######ccomp####discovered####play######amod####files####mpeg1######dobj####play####files######det####data_disk####a######amod####data_disk####regular######amod####data_disk####cd-r######prep_on####play####data_disk######prepc_without####play####vcd_formatting
remote,,,"the remote is okay , but i am not a fan of remotes with tiny buttons .",det####remote####the######nsubj####okay####remote######cop####okay####is######nsubj####fan####i######cop####fan####am######neg####fan####not######det####fan####a######conj_but####okay####fan######prep_of####fan####remotes######amod####buttons####tiny######prep_with####remotes####buttons
